epoch,train_loss,train_acc,val_loss,val_acc
1,3.8623415686757867,15.060851919239965,2.656141638239741,51.082251082251084
2,2.9750415692479226,36.42452669691765,1.9702348435595953,64.06926406926407
3,2.696336281605256,45.421315072596755,1.6693727995926169,74.45887445887446
4,2.498090521356783,51.88049351483926,1.5553128698687533,76.62337662337663
5,2.237238460690935,59.21653142468683,1.490522660218276,79.22077922077922
6,2.1605347608047603,62.918356994102744,1.4410996395788152,80.51948051948052
7,1.921793665253931,64.56643001512549,1.4166906065755076,82.68398268398268
8,2.0335611777858382,63.27543947066384,1.4072236498712978,80.51948051948052
9,2.0586392202718287,64.60023665154117,1.3745730346415466,80.51948051948052
10,1.895402881805541,69.22751858590664,1.3646142400188364,80.08658008658008
11,2.074128588944749,64.58544623714754,1.4763707454070385,80.51948051948052
12,2.1563911439710335,59.879986467032595,1.5026980065680169,79.22077922077922
13,2.1998724940883077,58.7390128387802,1.5133190144708146,78.35497835497836
14,2.00595088287483,64.73968891713811,1.4587635096017417,81.38528138528139
15,1.9139672031726334,69.78955376285246,1.4162662338900875,82.25108225108225
16,2.03161637952673,63.30713320326531,1.3952736612006182,82.68398268398268
17,1.8307241213885659,65.98208249848464,1.3773895693031741,83.11688311688312
18,2.000588991789234,67.86468891713811,1.4060704914522377,84.4155844155844
19,1.7025013558913673,71.88345161525683,1.412850299438873,83.98268398268398
20,1.7653034759712978,74.84787017997654,1.3561518439998874,83.54978354978356
21,1.9099755925407216,71.22844827586206,1.3427355361707283,84.4155844155844
22,1.7725059921967936,72.20672747732579,1.3327918764832731,85.71428571428571
23,1.7885890901626857,70.941091954023,1.3290821035186966,84.84848484848484
24,1.7232342842642088,74.27949629158809,1.300331914063656,87.01298701298701
25,1.7924853688157738,69.18526029038703,1.3170084468214027,86.14718614718615
26,1.74147469655578,70.91151112523572,1.2996654907862346,86.14718614718615
27,1.7730608752764878,71.0087052049308,1.302156325026508,87.01298701298701
28,1.638318949354474,74.71264367816092,1.3103399441871808,87.01298701298701
29,1.5805491508237288,76.87626770721084,1.3055654795138867,87.44588744588745
30,1.53527923653211,76.5212981125404,1.306789756853343,87.44588744588745
31,1.7172447726717062,74.65770791590899,1.4238835180992688,81.81818181818183
32,1.8357954905238898,70.395960095285,1.3923580723923523,82.25108225108225
33,1.834285014090705,68.35488505747126,1.4400158981224158,81.38528138528139
34,1.9468220038808353,65.67359696311512,1.357842534651488,80.95238095238095
35,1.8034881338310311,73.36883027526154,1.4179974087389,81.38528138528139
36,1.6687804673629876,74.79716018150593,1.481609862088125,83.11688311688312
37,1.7745845063837395,76.09871533273281,1.4426118109649393,81.38528138528139
38,1.8047291461463093,73.64350908652119,1.4088444518836545,82.68398268398268
39,1.7846176496004964,70.59457397460938,1.3752396287340107,81.81818181818183
