epoch,train_loss,train_acc,val_loss,val_acc
1,4.5512138389316,2.4961300296943727,4.203419569797335,10.537407797681771
2,3.867175591384626,13.848960636042747,3.285629900288155,26.7650158061117
3,3.3352903377397256,25.483746119907924,2.8398690736205863,41.41201264488936
4,2.9775930447383674,36.29478106779211,2.651298576210271,45.8377239199157
5,2.708469677850977,44.17569658936573,2.4482069623482867,50.579557428872505
6,2.47741277604235,50.70488719779904,2.2994866921351504,55.00526870389885
7,2.350903318364944,54.9756744769441,2.287033254153108,55.74288724973656
8,2.2074524471725243,58.758569220534895,2.168364938870622,59.43097997892518
9,2.0931044988795544,63.27537594322397,2.1913917308361186,59.43097997892518
10,2.0015444404994076,65.3941839843237,2.1479127459832563,60.168598524762906
11,1.9257543094544542,68.2994250129251,2.0678902109505883,64.17281348788198
12,1.8781108545220417,70.49010390594226,2.050933615299623,63.32982086406744
13,1.8016956836652693,73.2557496784114,2.076195500296461,62.27608008429927
14,1.755555966971577,74.89219370609572,2.0744847052969093,63.540569020021074
15,1.6942575598265657,76.74010390594226,2.0537482935962736,64.17281348788198
16,1.6557782753654149,78.16784610267447,2.006381190363298,63.64594309799789
17,1.6330118567261929,78.85061921191817,2.042744531520928,65.01580611169653
18,1.5690171045748142,80.9058491682806,2.0120691564738813,64.59430979978926
19,1.5600138955122553,81.78212071266495,2.0298415921133866,66.0695468914647
20,1.5465234275548982,81.78212071266495,2.0324248315411197,64.80505795574288
21,1.5016973645005458,83.18360240519547,1.9495662690716373,67.65015806111695
22,1.478203291886723,84.58370189506466,1.9652629146083513,67.12328767123287
23,1.4782527380781212,84.46207427978516,2.0082522684706277,67.33403582718651
24,1.4325059058009715,85.57192614899964,2.041141261039469,64.2781875658588
25,1.4178275660563835,86.37770894795906,2.0160852038822634,66.59641728134879
26,1.4088439683197986,86.5546218487395,1.9820524837244675,68.07165437302423
27,1.381813341104309,87.03560369154987,1.964116936614315,66.0695468914647
28,1.3838949944190828,87.2277200522543,1.974567218625759,66.17492096944152
29,1.366478717814007,87.80545114469128,2.000850014113777,65.85879873551106
30,1.363254648486302,88.10399159663865,1.974628546466566,67.75553213909379
31,1.361982894791916,88.2173263806255,1.9660315707059002,67.8609062170706
32,1.3269958911991244,89.67823971019072,1.9609706735962686,68.59852476290833
33,1.314793133955542,89.33685315556887,1.988876043431249,68.38777660695469
34,1.3154328077992274,89.56490492620388,1.9834959795904612,67.43940990516333
35,1.289881366357816,90.33475231523273,2.007010028535624,67.43940990516333
36,1.278763699657204,90.90419064048959,1.9831443237429298,68.17702845100105
37,1.276262328747233,90.6498783656529,1.983472098037993,66.49104320337197
38,1.279595139658027,90.90419064048959,1.9741446523445298,68.4931506849315
39,1.2429191703067624,91.82330828754841,1.9230009297299562,69.33614330874605
40,1.1983867837506321,93.03958424800584,1.890959917682491,70.70600632244468
41,1.2193196300461357,91.92835030435513,1.8955636823390885,70.38988408851422
42,1.18630056129928,93.18885450603581,1.8881038584372518,69.75763962065332
43,1.1779928026463202,93.33812469995323,1.885731325260078,70.49525816649106
44,1.1774070989158942,93.18056167474315,1.8866581159346474,70.60063224446786
45,1.190422397859797,92.50608139679211,1.8900938942259053,70.91675447839832
46,1.1749217271176566,93.19852941176471,1.8886693922058926,70.2845100105374
47,1.1855629149475901,93.00503097662404,1.8943123732025178,70.60063224446786
48,1.1841044338638447,93.06584475220752,1.8825567879088938,70.2845100105374
49,1.177314896137504,92.87372845561565,1.8760985667386472,70.49525816649106
50,1.1674474349606179,93.16259400183414,1.8749289208644309,69.96838777660696
51,1.1453745723241875,94.23098184281037,1.8740270343796597,71.02212855637514
52,1.167276396267656,93.31186419575154,1.8759347346107877,70.8113804004215
53,1.1399802151090699,94.41480537222213,1.8533342835523807,71.86512118018967
54,1.1511902329478811,93.55650156485935,1.8683006518507657,71.12750263435194
55,1.1462577277021446,94.20472133860869,1.86201204364242,71.23287671232876
56,1.123123951831511,94.65944274132993,1.875376537175274,70.91675447839832
57,1.1483025518487722,93.94211629659188,1.8702500461903966,70.8113804004215
58,1.1320878846843252,94.23927467410304,1.8625742523637536,70.91675447839832
59,1.1426886561988057,94.12593982600364,1.8728469234623322,72.39199157007377
60,1.12597874740681,94.67741041423893,1.8573456652171996,71.86512118018967
61,1.1347124308308436,94.09829718325318,1.8653191408442749,71.23287671232876
62,1.1339757715446361,93.74032509427111,1.8657769800111792,71.75974710221286
63,1.132215310964974,94.22268907563026,1.8556191107244462,72.39199157007377
64,1.1249047304487667,94.23098184281037,1.871888927714968,70.8113804004215
65,1.1320703187950043,93.9061808866613,1.8573566862353534,71.44362486828241
66,1.125008393213526,94.20472133860869,1.8660211840721026,72.0758693361433
67,1.1206433486875653,94.76448475813665,1.8620149426013075,71.9704952581665
68,1.124901182912241,94.54610789323054,1.8662559242469619,71.75974710221286
69,1.131031278407935,94.0471583133986,1.8641585964548575,72.6027397260274
70,1.1300672009057207,94.41480537222213,1.850800336600606,72.28661749209695
71,1.119322720252478,94.22130693708148,1.8612133454221318,71.65437302423604
72,1.1147218399525316,94.65114991003726,1.8530983483954653,72.6027397260274
73,1.1257848979613212,94.31805618670808,1.8602282091488451,72.28661749209695
